agno|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect2m_rbd|nalu_mate2m_rbd|nalu_nat2m_rbd|prom_lect2m_rbd|prom_mate2m_rbd|prom_nat2m_rbd|dif_lect2m_rbd|dif_mate2m_rbd|dif_nat2m_rbd|difgru_lect2m_rbd|difgru_mate2m_rbd|difgru_nat2m_rbd|sigdif_lect2m_rbd|sigdif_mate2m_rbd|sigdif_nat2m_rbd|siggru_lect2m_rbd|siggru_mate2m_rbd|siggru_nat2m_rbd|marca_lect2m_rbd|marca_mate2m_rbd|marca_nat2m_rbd|marcadif_lect2m_rbd|marcadif_mate2m_rbd|marcadif_nat2m_rbd|palu_eda_ins_lect2m_rbd|palu_eda_ele_lect2m_rbd|palu_eda_ade_lect2m_rbd|palu_eda_ins_mate2m_rbd|palu_eda_ele_mate2m_rbd|palu_eda_ade_mate2m_rbd|noaplica|fecha_bbdd|codigo_bbdd
2018|2m|1403|6|COL.NTRA.SEÑORA DEL HUERTO|5|Región de Valparaíso|55|QUILLOTA|5501|Quillota|4|3|4|1|36|38|40|236|269|245|-41|-12|-17|-33|-34|-25|-1|0|-1|-1|-1|-1|||||||55.6|30.6|13.9|34.2|50|15.8|0|20190628|final20190628v1
2018|2m|1404|4|INSTITUTO RAFAEL ARIZTIA|5|Región de Valparaíso|55|QUILLOTA|5501|Quillota|4|3|5|1|121|124|126|269|323|286|8|-1|-22|-10|-7|-4|0|0|-1|-1|-1|0|||||||35.5|27.3|37.2|4.8|41.1|54|0|20190628|final20190628v1
2018|2m|1405|2|COLEGIO INGLES DE QUILLOTA|5|Región de Valparaíso|55|QUILLOTA|5501|Quillota|3|2|2|1|62|63|63|262|255|241|-1|-17|4|19|5|8|0|-1|0|1|0|1|||||||32.3|46.8|21|44.4|47.6|7.9|0|20190628|final20190628v1
2018|2m|1412|5|COLEGIO ROBERT AND ROSE|5|Región de Valparaíso|55|QUILLOTA|5501|Quillota|4|3|4|1|28|27|30|278|323|280|-8|6|5|9|20|10|0|0|0|0|1|1|||||||17.9|42.9|39.3|18.5|25.9|55.6|0|20190628|final20190628v1
2018|2m|1414|1|COLEGIO LEONARDO DA VINCI|5|Región de Valparaíso|55|QUILLOTA|5504|La Cruz|2|1|2|1|30|32|33|242|236|239|10|20|25|-1|-14|6|0|0|1|0|-1|0|||||||53.3|36.7|10|59.4|40.6|0|0|20190628|final20190628v1
2018|2m|1421|4|LICEO SAN ISIDRO|5|Región de Valparaíso|55|QUILLOTA|5504|La Cruz|3|2|2|1|27|27|27|246|243|237|22|15|6|3|-7|4|1|0|0|0|0|0|||||||37|55.6|7.4|70.4|29.6|0|0|20190628|final20190628v1
2018|2m|1422|2|LICEO PEDRO DE VALDIVIA|5|Región de Valparaíso|55|QUILLOTA|5502|La Calera|2|1|1|1|16|22|26|215|207|210|7|13|-9|-13|-21|-9|0|0|0|0|-1|0|||||||75|12.5|12.5|81.8|18.2|0|0|20190628|final20190628v1
2018|2m|1425|7|COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIF|5|Región de Valparaíso|55|QUILLOTA|5502|La Calera|2|1|1|1|28|31|31|215|211|205|-12|-4|-10|-13|-17|-14|0|0|0|-1|-1|-1|||||||82.1|14.3|3.6|80.6|19.4|0|0|20190628|final20190628v1
2018|2m|1436|2|LICEO PARTICULAR SAN JOSE|5|Región de Valparaíso|55|QUILLOTA|5502|La Calera|3|2|2|1|95|97|98|244|274|253|-17|-19|-3|1|24|20|-1|-1|0|0|1|1|||||||60|27.4|12.6|38.1|43.3|18.6|0|20190628|final20190628v1
2018|2m|1437|0|COLEGIO TERESA BROWN DE ARIZTIA|5|Región de Valparaíso|55|QUILLOTA|5502|La Calera|3|2|2|1|61|59|61|251|258|246|-30|-11|8|8|8|13|-1|0|0|1|1|1|||||||45.9|39.3|14.8|49.2|47.5|3.4|0|20190628|final20190628v1
2018|2m|1443|5|LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO|5|Región de Valparaíso|55|QUILLOTA|5502|La Calera|5|2|1|1|188|193|199|226|238|218|-18|-18|-14|-2|10|-1|-1|-1|-1|0|1|0|||||||71.8|21.3|6.9|64.8|31.6|3.6|0|20190628|final20190628v1
2018|2m|1444|3|LICEO MUNICIPAL JUAN RUSQUE PORTAL|5|Región de Valparaíso|55|QUILLOTA|5506|Nogales|2|1|1|1|31|31|31|235|223|220|-2|5|-6|7|-5|1|0|0|0|0|0|0|||||||64.5|12.9|22.6|74.2|19.4|6.5|0|20190628|final20190628v1
2018|2m|1445|1|COLEGIO EL MELÓN|5|Región de Valparaíso|55|QUILLOTA|5506|Nogales|2|1|1|1|22|22|22|256|248|230|-6|-6|0|28|20|11|0|0|0|1|1|1||||||3|36.4|54.5|9.1|68.2|18.2|13.6|0|20190628|final20190628v1
2018|2m|1449|4|LICEO FELIPE CORTES|5|Región de Valparaíso|55|QUILLOTA|5506|Nogales|3|2|1|1|99|102|103|231|227|213|18|18|7|3|-1|-6|1|1|0|0|0|-1|||||||70.7|23.2|6.1|73.5|26.5|0|0|20190628|final20190628v1
2018|2m|1450|8|COLEGIO SANTA ISABEL|5|Región de Valparaíso|55|QUILLOTA|5506|Nogales|3|2|2|1|46|47|48|264|269|249|17|-13|-9|21|19|16|1|0|0|1|1|1|||||||34.8|41.3|23.9|44.7|34|21.3|0|20190628|final20190628v1
2018|2m|1453|2|LICEO MUNICIPAL LUIS LABORDA|5|Región de Valparaíso|55|QUILLOTA|5503|Hijuelas|2|1|1|1|62|64|65|226|224|225|-17|-4|2|-2|-4|6|-1|0|0|0|0|1|||||||77.4|17.7|4.8|79.7|20.3|0|0|20190628|final20190628v1
2018|2m|1464|8|LICEO DE LIMACHE|5|Región de Valparaíso|58|MARGA MARG|5802|Limache|2|1|1|1|151|159|160|223|216|210|-4|2|-2|-5|-12|-9|0|0|0|-1|-1|-1|||||||75.5|21.2|3.3|82.4|16.4|1.3|0|20190628|final20190628v1
2018|2m|1467|2|COLEGIO PASION DE JESUS DE LIMACHE|5|Región de Valparaíso|58|MARGA MARG|5802|Limache|2|1|3|1|66|63|66|246|245|233|-17|-47|0|-13|-36|-22|-1|-1|0|-1|-1|-1||||||3|53|31.8|15.2|54|38.1|7.9|0|20190628|final20190628v1
2018|2m|1478|8|COLEGIO DE LA SANTA CRUZ|5|Región de Valparaíso|58|MARGA MARG|5802|Limache|3|2|3|1|38|37|38|264|265|246|24|12|1|5|-16|-9|1|0|0|0|-1|-1|||||||39.5|42.1|18.4|40.5|54.1|5.4|0|20190628|final20190628v1
2018|2m|1482|6|COLEGIO LIMACHE COLLEGE|5|Región de Valparaíso|58|MARGA MARG|5802|Limache|3|2|3|1|71|73|75|252|250|244|-12|-1|7|-7|-31|-11|-1|0|0|-1|-1|-1|||||||45.1|36.6|18.3|56.2|34.2|9.6|0|20190628|final20190628v1
2018|2m|1489|3|LICEO DE OLMUE|5|Región de Valparaíso|58|MARGA MARG|5803|Olmué|2|1|2|1|62|62|63|219|211|213|14|2|9|-24|-39|-20|0|0|0|-1|-1|-1|||||||77.4|19.4|3.2|87.1|11.3|1.6|0|20190628|final20190628v1
2018|2m|1490|7|ESCUELA BÁSICA QUEBRADA DE ALVARADO|5|Región de Valparaíso|58|MARGA MARG|5803|Olmué|2|1|1|2|6|9|10|205|200|214|10|6|8|-23|-28|-5|0|0|0|0|-1|0||||3|||||||||0|20190628|final20190628v1
2018|2m|1500|8|COLEGIO PART. IGNACIO CARRERA PINTO|5|Región de Valparaíso|58|MARGA MARG|5803|Olmué|3|2|2|1|61|60|63|239|258|225|1|18|-7|-4|8|-8|0|1|0|0|0|-1|||||||57.4|29.5|13.1|46.7|40|13.3|0|20190628|final20190628v1
2018|2m|1502|4|INST.SUP.COMERCIO FCO.ARAYA BENNET|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|2|1|170|181|203|221|218|202|13|12|-9|-22|-32|-31|1|1|0|-1|-1|-1|||||||75.3|18.2|6.5|79.6|18.2|2.2|0|20190628|final20190628v1
2018|2m|1503|2|ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|5|2|2|1|267|266|281|244|242|228|-4|-19|1|1|-8|-5|0|-1|0|0|-1|-1|||||||55.1|31.1|13.9|62|32.3|5.6|0|20190628|final20190628v1
2018|2m|1504|0|LICEO TÉCNICO DE VALPARAÍSO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|1|1|173|187|225|222|210|210|16|6|9|-6|-18|-9|1|0|0|-1|-1|-1|||||||76.3|19.1|4.6|89.8|10.2|0|0|20190628|final20190628v1
2018|2m|1515|6|LICEO EDUARDO DE LA BARRA|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|2|1|200|219|243|238|248|237|14|-2|0|-5|-2|4|1|0|0|-1|0|0||||||3|58.5|27|14.5|57.1|30.1|12.8|0|20190628|final20190628v1
2018|2m|1516|4|LICEO TECNOLÓGICO ALFREDO NAZAR FERES|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|2|1|67|66|68|235|219|219|14|-14|4|-8|-31|-14|1|0|0|-1|-1|-1|||||||64.2|22.4|13.4|78.8|19.7|1.5|0|20190628|final20190628v1
2018|2m|1517|2|LICEO MATILDE BRANDAU DE ROSS|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|2|1|24|28|30|251|243|236|-7|-18|0|8|-7|3|0|0|0|0|0|0||||3|3|3|50|29.2|20.8|64.3|25|10.7|0|20190628|final20190628v1
2018|2m|1518|0|LICEO MARIA LUISA BOMBAL|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|1|1|49|42|52|208|200|203|0|-3|4|-20|-28|-16|0|0|0|-1|-1|-1|||||||85.7|12.2|2|92.9|7.1|0|0|20190628|final20190628v1
2018|2m|1519|9|LICEO TECNICO PROFESIONAL BARON|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|1|1|34|34|36|202|204|196|-1|-1|-6|-26|-24|-23|0|0|0|-1|-1|-1|||||||88.2|11.8|0|88.2|11.8|0|0|20190628|final20190628v1
2018|2m|1520|2|LICEO BICENTENARIO MARITIMO DE VALPARAISO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|3|1|96|101|107|276|305|268|-4|-21|-15|17|24|13|0|-1|-1|1|1|1|||||||25|39.6|35.4|17.8|33.7|48.5|0|20190628|final20190628v1
2018|2m|1521|0|LICEO DE NINAS MARIA FRANCK DE MACDOUGAL|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|1|1|47|48|50|239|211|226|14|9|14|11|-17|7|0|0|0|1|-1|1|||||||55.3|34|10.6|81.3|18.8|0|0|20190628|final20190628v1
2018|2m|1522|9|COLEGIO PEDRO MONTT|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|2|1|6|5|6|246|248|246|34|0|0|3|0|0|0|0|0|0|0|0|||||1|1|||||||0|20190628|final20190628v1
2018|2m|1525|3|INSTITUTO TECN.PROF.MARITIMO DE VALPSO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|2|1|228|246|255|227|244|229|-15|-16|2|-16|-6|-4|-1|-1|0|-1|-1|0|||||||69.3|22.4|8.3|55.3|39.8|4.9|0|20190628|final20190628v1
2018|2m|1542|3|ESCUELA JOAQUIN EDWARDS BELLO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|1|1|22|22|23|233|231|212|13|26|-1|5|3|-7|0|1|0|0|0|0|||||||68.2|27.3|4.5|72.7|27.3|0|0|20190628|final20190628v1
2018|2m|1549|0|ESCUELA REPUBLICA DE MEXICO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|1|1|2|1|28|28|29|239|220|221|7|26|13|-4|-30|-12|0|1|0|0|-1|-1|||||||53.6|28.6|17.9|75|21.4|3.6|0|20190628|final20190628v1
2018|2m|1579|2|LICEO SANTA TERESA|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|2|1|27|27|30|241|237|228|12|16|7|-2|-13|-5|0|0|0|0|0|0|||||||48.1|40.7|11.1|63|33.3|3.7|0|20190628|final20190628v1
2018|2m|1580|6|COLEGIO PRESBIT. DAVID TRUMBULL|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|3|1|26|26|28|265|321|283|7|30|6|6|40|28|0|1|0|0|1|1|||||||34.6|34.6|30.8|7.7|34.6|57.7|0|20190628|final20190628v1
2018|2m|1581|4|LICEO JUANA ROSS DE EDWARDS|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|4|1|86|87|87|282|316|274|-8|-12|-13|13|13|4|0|-1|-1|1|1|0|||||||22.1|37.2|40.7|12.6|36.8|50.6|0|20190628|final20190628v1
2018|2m|1582|2|COLEGIO LUTERANO CONCORDIA|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|3|1|39|39|40|279|304|261|4|1|12|20|23|6|0|0|0|1|1|0|||||||23.1|35.9|41|15.4|35.9|48.7|0|20190628|final20190628v1
2018|2m|1585|7|LICEO COEDUCACIONAL LA IGUALDAD|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|2|1|51|48|55|258|265|246|9|-21|-1|15|15|13|0|-1|0|1|1|1|||||||43.1|33.3|23.5|39.6|50|10.4|0|20190628|final20190628v1
2018|2m|1586|5|COLEGIO CARLOS COUSINO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|3|1|79|78|79|266|272|255|4|-17|-9|7|-9|0|0|-1|0|1|-1|0|||||||32.9|40.5|26.6|34.6|47.4|17.9|0|20190628|final20190628v1
2018|2m|1587|3|COLEGIO MARIA AUXILIADORA|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|2|1|58|56|59|246|244|239|-28|-33|-4|3|-6|6|-1|-1|0|0|0|0|||||||53.4|27.6|19|60.7|30.4|8.9|0|20190628|final20190628v1
2018|2m|1588|1|COLEGIO NTRA.SRA.DE LA MISERICORDIA|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|2|1|31|31|32|245|237|221|-7|-24|-4|2|-13|-12|0|-1|0|0|-1|-1|||||||58.1|29|12.9|51.6|45.2|3.2|0|20190628|final20190628v1
2018|2m|1590|3|COLEGIO SALESIANO VALPARAISO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|3|1|216|218|225|251|288|248|5|17|4|-8|7|-7|0|1|0|-1|1|-1|||||||46.3|33.8|19.9|29.8|39|31.2|0|20190628|final20190628v1
2018|2m|1594|6|COLEGIO SAN DAMIAN DE MOLOKAI|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|2|1|34|33|34|252|236|236|21|23|15|9|-14|3|1|1|0|1|-1|0|||||||47.1|32.4|20.6|60.6|36.4|3|0|20190628|final20190628v1
2018|2m|1604|7|COLEGIO LEONARDO MURIALDO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|2|1|60|70|72|266|269|244|5|-7|-4|23|19|11|0|0|0|1|1|1|||||||40|26.7|33.3|41.4|34.3|24.3|0|20190628|final20190628v1
2018|2m|1607|1|COLEGIO TERESITA DE LISIEUX|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|3|1|24|25|26|236|237|239|6|-6|0|-23|-44|-16|0|0|0|-1|-1|-1||||||3|75|12.5|12.5|68|28|4|0|20190628|final20190628v1
2018|2m|1610|1|COLEGIO ALBERTO HURTADO SEGUNDO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|2|1|42|47|52|265|242|236|0|0|15|22|-8|3|0|0|0|1|0|0||||3|3||40.5|38.1|21.4|55.3|40.4|4.3|0|20190628|final20190628v1
2018|2m|1619|5|COLEGIO PARTICULAR JUNIOR SCHOOL 2|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|2|1|23|24|25|252|242|235|9|13|15|9|-8|2|0|0|0|0|0|0|||||||52.2|34.8|13|54.2|41.7|4.2|0|20190628|final20190628v1
2018|2m|1629|2|COLEGIO INTERNACIONAL|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|4|3|4|1|19|19|19|261|283|271|-3|1|24|-8|-20|1|0|0|0|0|-1|0|||||||31.6|42.1|26.3|26.3|47.4|26.3|0|20190628|final20190628v1
2018|2m|1631|4|COLEGIO DE LOS SAGRADOS CORAZONES, PADRES|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|4|3|5|1|85|81|85|293|349|305|-1|8|5|14|19|15|0|0|0|1|1|1|||||||16.5|29.4|54.1|2.5|28.4|69.1|0|20190628|final20190628v1
2018|2m|1632|2|COL. IDA.CONCEPC. NTRA.SRA.LOURDES|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|3|1|40|41|43|265|288|265|-9|11|26|6|7|10|0|0|1|0|0|1|||||||30|37.5|32.5|24.4|36.6|39|0|20190628|final20190628v1
2018|2m|1634|9|SEMINARIO SAN RAFAEL|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|4|3|5|1|62|61|63|275|334|289|-9|-7|-16|-4|4|-1|0|0|-1|0|0|0|||||||27.4|27.4|45.2|1.6|26.2|72.1|0|20190628|final20190628v1
2018|2m|1635|7|COLEGIO AGUSTIN EDWARDS|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|3|1|28|28|29|233|245|244|-21|-21|24|-26|-36|-11|-1|-1|1|-1|-1|-1|||||||46.4|50|3.6|57.1|35.7|7.1|0|20190628|final20190628v1
2018|2m|1638|1|SCUOLA ITALIANA ARTURO DELL´ORO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|4|3|5|1|14|13|14|303|334|315|-11|3|0|24|4|25|0|0|0|1|0|1|||||||0|35.7|64.3|0|46.2|53.8|0|20190628|final20190628v1
2018|2m|1641|1|COLEGIO SAN PEDRO NOLASCO|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|4|3|5|1|28|29|29|289|330|297|21|42|7|10|0|7|1|1|0|1|0|1|||||||17.9|28.6|53.6|6.9|31|62.1|0|20190628|final20190628v1
2018|2m|1653|5|COLEGIO SAN VICENTE|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|4|1|24|24|25|272|267|252|20|-14|-6|3|-36|-18|1|0|0|0|-1|-1|||||||29.2|41.7|29.2|33.3|58.3|8.3|0|20190628|final20190628v1
2018|2m|1663|2|INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|5|2|2|1|183|183|188|237|229|231|-7|4|16|-6|-21|-2|0|0|1|-1|-1|0|||||||61.2|27.3|11.5|70.5|26.2|3.3|0|20190628|final20190628v1
2018|2m|1664|0|LICEO INDUSTRIAL MIRAFLORES ALTO|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|1|1|1|1|70|74|75|204|210|204|16|12|13|-24|-18|-15|1|0|0|-1|-1|-1|||||||87.1|8.6|4.3|82.4|17.6|0|0|20190628|final20190628v1
2018|2m|1672|1|LICEO JOSE FRANCISCO VERGARA ETCHEVERS|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|1|1|2|1|66|65|75|211|209|207|0|0|0|-32|-41|-26|0|0|0|-1|-1|-1||||3|3|3|77.3|19.7|3|80|20|0|0|20190628|final20190628v1
2018|2m|1674|8|LICEO BENJAMIN VICUNA MACKENA|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|1|1|2|1|77|82|86|231|219|217|26|10|10|-12|-31|-16|1|0|0|-1|-1|-1|||||||63.6|26|10.4|74.4|22|3.7|0|20190628|final20190628v1
2018|2m|1675|6|LICEO GUILLERMO RIVERA COTAPOS|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|1|1|2|1|86|90|97|217|217|220|1|-4|11|-26|-33|-13|0|0|0|-1|-1|-1|||||||74.4|19.8|5.8|77.8|20|2.2|0|20190628|final20190628v1
2018|2m|1676|4|LICEO BICENTENARIO DE VIÑA DEL MAR|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|1|1|2|1|158|159|167|241|246|230|-14|-19|8|-2|-4|-3|-1|-1|0|0|0|0|||||||62|24.7|13.3|57.9|37.1|5|0|20190628|final20190628v1
2018|2m|1681|0|COLEGIO REPUBLICA DE COLOMBIA|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|1|1|2|1|36|36|41|237|229|228|15|4|19|-6|-21|-5|0|0|0|0|-1|0|||||||55.6|33.3|11.1|72.2|25|2.8|0|20190628|final20190628v1
2018|2m|1685|3|ESCUELA DR. OSCAR MARIN SOCIAS|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|1|1|1|1|13|16|16|234|229|219|26|33|13|6|1|0|1|1|0|0|0|0|||||||69.2|15.4|15.4|68.8|31.3|0|0|20190628|final20190628v1
2018|2m|1734|5|COLEGIO RUBEN CASTRO-DIURNO|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|4|1|68|68|70|279|328|291|-8|-8|-11|10|25|21|0|0|0|1|1|1|||||||26.5|36.8|36.8|4.4|39.7|55.9|0|20190628|final20190628v1
2018|2m|1735|3|LICEO PARROQUIAL SAN ANTONIO|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|3|1|113|114|119|266|319|255|-8|-11|-8|7|38|0|0|-1|0|1|1|0|||||||36.3|33.6|30.1|14|36.8|49.1|0|20190628|final20190628v1
2018|2m|1738|8|LICEO NUESTRA SRA.DE LA PAZ|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|3|1|51|53|54|250|264|242|-46|-52|-38|-9|-17|-13|-1|-1|-1|-1|-1|-1|||||||47.1|41.2|11.8|41.5|43.4|15.1|0|20190628|final20190628v1
2018|2m|1739|6|ESC. DE TRIPULANTES Y PORTUARIA DE VALPAR|5|Región de Valparaíso|51|VALPARAÍSO|5101|Valparaís|3|2|2|1|136|135|142|247|254|230|1|0|16|4|4|-3|0|0|1|0|0|0|||||3||52.2|36.8|11|52.6|31.1|16.3|0|20190628|final20190628v1
2018|2m|1741|8|LICEO SANTA TERESA DE LOS ANDES|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|3|1|37|42|42|236|255|231|-4|-11|1|-23|-26|-24|0|0|0|-1|-1|-1|||||||56.8|29.7|13.5|54.8|31|14.3|0|20190628|final20190628v1
2018|2m|1742|6|COLEGIO SAN AGUSTIN|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|2|1|25|26|27|247|273|235|-8|26|12|4|23|2|0|1|0|0|1|0|||||||48|36|16|26.9|53.8|19.2|0|20190628|final20190628v1
2018|2m|1743|4|COL.PARROQUIAL SANTA MARIA GORETTI|5|Región de Valparaíso|51|VALPARAÍSO|5103|Concón|3|2|3|1|52|54|55|261|275|252|-5|-13|25|2|-6|-3|0|0|1|0|0|0|||||||44.2|28.8|26.9|40.7|33.3|25.9|0|20190628|final20190628v1
2018|2m|1747|7|LICEO JOSE CORTES BROWN|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|3|1|96|98|100|277|316|279|-11|5|-9|18|35|24|-1|0|0|1|1|1|||||||22.9|37.5|39.6|7.1|40.8|52|0|20190628|final20190628v1
2018|2m|1749|3|COLEGIO EXCMO. CARDENAL RAUL SILVA HENRIQ|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|2|1|66|69|70|239|250|235|-16|-34|1|-4|0|2|-1|-1|0|0|0|0|||||||60.6|27.3|12.1|52.2|43.5|4.3|0|20190628|final20190628v1
2018|2m|1750|7|COL. INMACULADA DE LOURDES|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|4|1|33|32|33|286|302|279|1|-6|29|17|-1|9|0|0|1|1|0|1|||||||21.2|36.4|42.4|12.5|50|37.5|0|20190628|final20190628v1
2018|2m|1755|8|COLEGIO ANA MARIA JANER|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|3|1|77|77|80|256|280|246|-3|-12|12|-3|-1|-9|0|-1|0|0|0|-1|||||||49.4|32.5|18.2|23.4|58.4|18.2|0|20190628|final20190628v1
2018|2m|1756|6|COLEGIO CLAUDIO MATTE|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|2|1|44|44|49|238|243|224|-30|-28|-8|-5|-7|-9|-1|-1|0|0|0|-1|||||||63.6|27.3|9.1|50|45.5|4.5|0|20190628|final20190628v1
2018|2m|1757|4|COLEGIO ACONCAGUA|5|Región de Valparaíso|58|MARGA MARG|5801|Quilpué|3|2|4|1|200|208|217|271|299|267|-16|-15|1|2|-4|-3|-1|-1|0|0|0|0|||||||30.5|36|33.5|21.6|38.9|39.4|0|20190628|final20190628v1
2018|2m|1761|2|COLEGIO FRIENDLY HIGH SCHOOL|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|3|2|3|1|31|28|31|236|247|240|0|-11|-11|-23|-34|-15|0|0|0|-1|-1|-1|||||||64.5|29|6.5|57.1|35.7|7.1|0|20190628|final20190628v1
2018|2m|1769|8|COLEGIO RAYEN CAVEN|5|Región de Valparaíso|51|VALPARAÍSO|5103|Concón|3|2|4|1|23|22|23|275|306|265|-16|-23|21|6|3|-5|0|-1|1|0|0|0|||||||34.8|21.7|43.5|13.6|36.4|50|0|20190628|final20190628v1
2018|2m|1774|4|SEMINARIO SAN RAFAEL|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|4|3|5|1|56|58|58|296|335|290|-9|-25|3|17|5|0|0|-1|0|1|0|0|||||||8.9|39.3|51.8|0|34.5|65.5|0|20190628|final20190628v1
2018|2m|1775|2|COLEGIO ARABE|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|4|3|5|1|8|10|11|285|265|249|14|-13|9|6|-65|-41|0|0|0|0|-1|-1||||3|3|3||||50|20|30|0|20190628|final20190628v1
2018|2m|1776|0|SAINT PETER'S SCHOOL|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|4|3|5|1|26|26|28|303|345|310|12|10|6|24|15|20|0|0|0|1|1|1|||||||3.8|38.5|57.7|3.8|19.2|76.9|0|20190628|final20190628v1
2018|2m|1777|9|COLEGIO SAINT DOMINIC|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|4|3|5|1|57|57|59|261|320|277|8|-17|-14|-18|-10|-13|0|-1|-1|-1|-1|-1|||||||36.8|38.6|24.6|7|43.9|49.1|0|20190628|final20190628v1
2018|2m|1780|9|COLEGIO PATMOS|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|4|3|5|1|16|16|20|253|281|256|33|36|8|-26|-49|-34|1|1|0|-1|-1|-1|||||||31.3|50|18.8|37.5|37.5|25|0|20190628|final20190628v1
2018|2m|1781|7|ALLIANCE FRANCAISE DE VALPARAISO|5|Región de Valparaíso|51|VALPARAÍSO|5109|Viña Del|4|3|5|1|52|52|53|285|306|270|0|2|-6|6|-24|-20|0|0|0|0|-1|-1|||||||21.2|32.7|46.2|17.3|40.4|42.3|0|20190628|final20190628v1
